seq_len,batch_size,nhead,dim_per_head,block_x,block_y,thread_count,predicted_time_ns,actual_time_ns,predicted_power,actual_power,mem_coal,mem_uncoal,mem_partial,local_insts,shared_insts,synch_insts,fp_insts,int_insts,sfu_insts,alu_insts,total_insts,registers_per_thread,shared_mem_bytes
512,4,16,256,32,16,512,8930368.005580012,65331.199765205376,3543.9596811068427,66.16,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,32,32,1024,11864049.106012614,137011.20018959045,3532.8404465098447,77.5,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,64,1,64,1145154.2181982894,26304.00024354458,3599.5558540918337,83.858,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,64,2,128,2270512.6500570453,32371.19950354099,3588.436619494835,93.362,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,64,4,256,4514138.216709496,35692.80058145523,3577.3173848978377,65.185,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,64,8,512,8987196.903722115,81382.39979743958,3566.1981503008387,119.902,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,64,16,1024,11939807.923532689,126854.40182685854,3555.078915703841,70.863,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,128,1,128,2284734.652835813,23552.000522613525,3610.6750886888317,66.927,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,128,2,256,4542562.517942709,35635.20088791847,3599.5558540918337,66.297,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,128,4,512,9044025.801864216,75648.00083637238,3588.436619494835,92.602,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,128,8,1024,12015566.741052762,126790.40133953096,3577.3173848978377,65.677,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,256,1,256,4570986.819175922,46124.80029463768,3621.79432328583,70.606,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,256,2,512,9100854.700006321,65139.199793338776,3610.6750886888317,66.751,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,256,4,1024,12091325.558572836,137036.80336475372,3599.5558540918337,78.549,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,512,1,512,9157683.598148424,60211.20175719261,3632.913557882828,78.056,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,512,2,1024,12167084.376092909,114745.6020116806,3621.79432328583,67.37,0,0,12,0,1,6,4,16,1,248,288,32,0
512,4,16,256,1024,1,1024,12242843.19361298,70790.39961099625,3644.0327924798257,69.469,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,1,32,32,724483.3280597855,15225.599706172943,4576.782620462798,80.049,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,1,64,64,2136911.1738183647,25868.800655007362,4576.782620462798,85.362,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,1,128,128,4247032.84600654,26150.399819016457,4576.782620462798,116.451,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,1,256,256,8467276.190382887,28230.399638414383,4576.782620462798,105.165,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,1,512,512,16907762.879135583,29491.200670599937,4576.782620462798,142.111,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,1,1024,1024,22529073.94067092,64115.20093679428,4576.782620462798,120.638,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,2,16,32,724210.5819848926,15769.599750638008,4576.782620462798,73.387,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,2,32,64,2136504.2520567174,15372.799709439278,4576.782620462798,76.581,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,2,64,128,4246625.924244891,26598.399877548218,4576.782620462798,77.691,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,2,128,256,8466869.26862124,28812.799975275993,4576.782620462798,85.342,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,2,256,512,16907355.957373932,28716.80036187172,4576.782620462798,121.339,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,2,512,1024,22528801.19459602,64019.20020580292,4576.782620462798,92.178,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,4,8,32,651423.4436103952,15660.799853503704,4576.782620462798,71.457,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,4,16,64,1956839.9506611992,25638.40001821518,4576.782620462798,69.628,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,4,32,128,3961653.4461651524,25779.199972748756,4576.782620462798,71.053,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,4,64,256,8042928.352353848,28870.40004134178,4576.782620462798,75.143,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,4,128,512,16349047.114579849,30310.39983034134,4576.782620462798,90.242,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,4,256,1024,22169041.450266343,67174.40113425255,4576.782620462798,77.746,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,8,4,32,556713.095589669,15769.599750638008,4058.567323244944,68.085,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,8,8,64,1621767.041110039,16588.8000279665,4014.090384856951,67.809,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,8,16,128,3259148.2552882405,26969.599723815918,4058.567323244944,69.247,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,8,32,256,6569748.510688403,22118.400037288666,4103.044261632936,70.974,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,8,64,512,13262747.365866393,46195.20008563995,4147.5212000209285,74.419,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,8,128,1024,17864870.328395683,78668.80148649216,4191.9981384089215,70.842,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,16,2,32,514374.3518118906,16838.400065898895,3759.972500207536,66.653,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,16,4,64,1506986.781377632,27839.99964594841,3737.7340310135396,67.449,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,16,8,128,2978537.1621764936,29862.400144338608,3715.495561819543,67.258,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,16,16,256,5903705.140798973,35430.40081858635,3693.2570926255466,80.025,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,16,32,512,11862065.077120777,59135.99953055382,3715.495561819543,96.431,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,16,64,1024,15903652.98130813,92569.60153579712,3737.7340310135396,110.462,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,32,1,32,387951.2772559998,28281.600400805473,3588.436619494835,127.893,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,32,2,64,1138033.3646467444,30835.1993560791,3577.3173848978377,132.188,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,32,4,128,2256290.6472782777,36799.999698996544,3566.1981503008387,66.182,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,32,8,256,4485713.915476284,40345.598757267,3555.078915703841,68.422,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,32,16,512,8930368.005580012,82092.8007364273,3543.9596811068427,86.976,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,32,32,1024,11864049.106012614,139507.20131397247,3532.8404465098447,66.671,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,64,1,64,1145154.2181982894,30470.40030360222,3599.5558540918337,66.152,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,64,2,128,2270512.6500570453,25919.999927282333,3588.436619494835,70.175,0,0,12,0,1,6,4,16,1,248,288,32,0
786,4,16,256,64,4,256,4514138.216709496,49708.80076289177,3577.3173848978377,70.857,0,0,12,0,1,6,4,16,1,248,288,32,0
